CPF;CLIT;IDADE_CLIENTE;ESCOLARIDADE;ESTADO_CIVIL;OCUPACAO;TIPO_RESIDENCIA;POSSUI_VEICULO;PORTABILIDADE;QT_DEPENDENTES;RENDA_BRUTA;RENDA_LIQUIDA;TEMPO_RELAC;COMP_RENDA
27691348187;27;52;SUPERIOR;CASADO;SERVIDOR PUBLICO;ALUGADA;NAO;SIM;0;17546.66;14256.86;64;0.09702170374537629
67938640184;28;43;FUNDAM;SOLTEIRO;EMPRESARIO;PROPRIA;NAO;NAO;1;2843.79;2371.94;41;0.16806163981861796
40055887189;29;34;SUPERIOR;CASADO;AUTONOMO;FINANCIADA;SIM;SIM;2;10717.88;8236.07;35;0.3200024904450875
54041126515;30;63;POS;SOLTEIRO;APOSENTADO;CEDIDA;SIM;NAO;1;38511.7;32154.34;60;0.09241577428612745
94960082833;31;35;SUPERIOR;CASADO;SERVIDOR PUBLICO;PROPRIA;NAO;NAO;2;10058.68;8369.59;51;0.27969705470174483
90621017246;32;57;MEDIO;CASADO;ASSALARIADO;ALUGADA;SIM;NAO;0;15013.61;11751.97;105;0.11971220223620288
70951748249;33;31;MEDIO;VIUVO;EMPRESARIO;PROPRIA;SIM;NAO;0;19497.78;15541.5;89;0.06961465863895358
34726790459;34;24;MEDIO;DIVORCIADO;AUTONOMO;PROPRIA;NAO;NAO;2;2745.9;2115.57;7;0.5815682455139293
59587881768;35;25;MEDIO;DIVORCIADO;ASSALARIADO;PROPRIA;SIM;NAO;0;1670.42;1281.3;9;0.9378263911898486
86361989593;36;22;MEDIO;CASADO;ASSALARIADO;CEDIDA;NAO;NAO;2;2996.21;2289.31;1;0.4761793152861833
67186744419;37;25;MEDIO;CASADO;AUTONOMO;PROPRIA;SIM;NAO;1;9956.39;7846.02;66;0.14278874325438085
67428843035;38;51;SUPERIOR;SOLTEIRO;ASSALARIADO;PROPRIA;SIM;NAO;0;24257.98;19717.1;85;0.09605026077559735
76275824559;39;24;MEDIO;CASADO;SERVIDOR PUBLICO;ALUGADA;NAO;NAO;1;3301.46;2770.39;1;0.52842084049384
24684284324;40;41;SUPERIOR;SOLTEIRO;AUTONOMO;PROPRIA;SIM;NAO;0;11581.15;9156.33;1;0.3291417931365503
11561124684;41;35;POS;CASADO;ASSALARIADO;PROPRIA;NAO;SIM;1;39539.74;31344.24;97;0.07994175372360313
55450244340;42;53;MEDIO;CASADO;ASSALARIADO;PROPRIA;NAO;SIM;2;4789.6;3704.17;57;0.3288143854972774
78710714970;43;65;POS;DIVORCIADO;ASSALARIADO;ALUGADA;NAO;NAO;2;43770.18;33373.89;63;0.18301997001064435
69911230128;44;18;FUNDAM;CASADO;ASSALARIADO;FINANCIADA;NAO;SIM;1;1412.0;1149.06;8;0.7183045617096975
53350697339;45;25;SUPERIOR;CASADO;AUTONOMO;PROPRIA;SIM;NAO;2;16346.17;12666.46;63;0.2754819372135554
58467264618;46;48;MEDIO;CASADO;ASSALARIADO;ALUGADA;SIM;NAO;1;5816.04;4454.69;23;0.28198789069134755
46789247673;47;30;SUPERIOR;CASADO;ASSALARIADO;PROPRIA;NAO;SIM;0;17187.46;14344.47;52;0.21578863878200513
47020990447;48;49;MEDIO;SOLTEIRO;ASSALARIADO;PROPRIA;SIM;NAO;0;4603.5;3773.22;29;0.27358116627587326
36343052332;49;27;FUNDAM;CASADO;SERVIDOR PUBLICO;ALUGADA;NAO;SIM;3;3227.32;2604.48;30;0.1613604004169904
32327222858;50;42;POS;CASADO;APOSENTADO;PROPRIA;SIM;NAO;0;26389.81;21024.36;91;0.1234269469211742
34562039537;51;20;MEDIO;SOLTEIRO;SERVIDOR PUBLICO;FINANCIADA;SIM;NAO;0;1412.0;1091.22;2;0.8915043625759962
70845174746;52;34;FUNDAM;SOLTEIRO;ASSALARIADO;PROPRIA;SIM;NAO;2;3004.75;2428.96;26;0.5446744851077548
82155437385;53;20;MEDIO;CASADO;APOSENTADO;PROPRIA;NAO;NAO;0;2878.76;2369.05;1;0.5617189278598455
55117668689;54;21;MEDIO;CASADO;AUTONOMO;PROPRIA;NAO;NAO;1;2125.35;1645.86;1;0.8224934897019195
65517753562;55;33;MEDIO;DIVORCIADO;ASSALARIADO;PROPRIA;SIM;NAO;2;6026.62;5008.65;34;0.35269077394563236
82588528834;56;27;POS;VIUVO;ASSALARIADO;CEDIDA;NAO;NAO;1;6587.58;5297.68;9;0.6194125021993029
13468231136;57;32;MEDIO;DIVORCIADO;SERVIDOR PUBLICO;PROPRIA;SIM;NAO;1;18484.59;14904.2;47;0.11410274744147726
83223768629;58;30;POS;SOLTEIRO;ASSALARIADO;CEDIDA;NAO;NAO;4;24286.91;18695.03;46;0.18812951865458583
77284658486;59;27;POS;CASADO;ASSALARIADO;PROPRIA;SIM;NAO;0;39440.47;31083.58;56;0.083704587907733
43555258576;60;46;SUPERIOR;CASADO;ASSALARIADO;PROPRIA;SIM;SIM;1;13328.84;10413.71;58;0.1697443093568959
79853652119;61;51;POS;VIUVO;ASSALARIADO;ALUGADA;SIM;SIM;0;26246.66;21792.05;66;0.1256514433148764
10531219443;62;31;FUNDAM;SOLTEIRO;AUTONOMO;PROPRIA;NAO;NAO;2;6805.04;5255.93;36;0.23312063884721596
66086689938;63;25;MEDIO;CASADO;SERVIDOR PUBLICO;FINANCIADA;NAO;SIM;2;2685.45;2122.8;37;0.4043652384851838
47760154842;64;54;SUPERIOR;CASADO;ASSALARIADO;PROPRIA;NAO;NAO;0;11726.62;9850.15;45;0.14029754653848997
84188419758;65;37;SUPERIOR;VIUVO;SERVIDOR PUBLICO;PROPRIA;NAO;SIM;0;11322.61;8768.04;81;0.26235025163841047
75523483922;66;38;POS;CASADO;ASSALARIADO;PROPRIA;SIM;NAO;2;14550.41;11900.56;20;0.3088671124471563
82348741878;67;53;POS;SOLTEIRO;AUTONOMO;PROPRIA;SIM;NAO;1;43434.34;33215.43;65;0.1065411704094067
22342884685;68;21;FUNDAM;CASADO;APOSENTADO;PROPRIA;NAO;NAO;0;2702.48;2159.37;20;0.5185319499492735
17788290927;69;32;SUPERIOR;DIVORCIADO;ASSALARIADO;CEDIDA;SIM;SIM;0;30659.08;23896.45;70;0.10216078797869708
93923557277;70;18;MEDIO;CASADO;ASSALARIADO;CEDIDA;SIM;NAO;1;1412.0;1138.98;2;0.98
47025368679;71;23;FUNDAM;CASADO;ASSALARIADO;ALUGADA;NAO;SIM;0;3399.23;2716.8;33;0.4183230717551021
51612135578;72;43;MEDIO;CASADO;SERVIDOR PUBLICO;ALUGADA;NAO;NAO;0;9233.9;7398.24;72;0.1420241528833887
74095313465;73;56;SUPERIOR;SOLTEIRO;ASSALARIADO;PROPRIA;NAO;NAO;0;27309.33;22438.56;127;0.11425772265936954
32222593412;74;18;MEDIO;CASADO;ASSALARIADO;PROPRIA;SIM;NAO;2;2817.89;2218.86;11;0.3740684922127131
29822890967;75;18;MEDIO;CASADO;EMPRESARIO;PROPRIA;NAO;NAO;2;3002.11;2408.97;9;0.3918223393799241
95532832194;76;26;MEDIO;CASADO;SERVIDOR PUBLICO;PROPRIA;NAO;NAO;1;4058.86;3325.99;29;0.5042687165150278
85154756313;77;33;SUPERIOR;CASADO;SERVIDOR PUBLICO;FINANCIADA;SIM;NAO;1;7691.87;6124.48;9;0.20464395352879344
60611668849;78;63;SUPERIOR;DIVORCIADO;APOSENTADO;FINANCIADA;NAO;NAO;3;27424.57;22441.11;62;0.01
51753962298;79;40;SUPERIOR;CASADO;ASSALARIADO;PROPRIA;SIM;NAO;2;18196.28;14608.13;36;0.29873103825080344
39575276343;80;49;SUPERIOR;SOLTEIRO;EMPRESARIO;FINANCIADA;SIM;SIM;0;28906.16;23082.92;62;0.11206558056633116
23534630916;81;31;MEDIO;CASADO;SERVIDOR PUBLICO;PROPRIA;SIM;NAO;1;2105.41;1741.52;10;0.5721381774391221
41765731380;82;30;SUPERIOR;SOLTEIRO;EMPRESARIO;PROPRIA;NAO;NAO;3;12277.53;9427.64;39;0.19646142026837304
22648111211;83;46;POS;VIUVO;AUTONOMO;PROPRIA;SIM;NAO;3;26421.21;21421.78;22;0.2986478352663492
84786912891;84;49;POS;CASADO;ASSALARIADO;PROPRIA;NAO;NAO;0;44849.37;35119.56;82;0.12568994766028097
61380741658;85;47;SUPERIOR;CASADO;SERVIDOR PUBLICO;ALUGADA;SIM;NAO;1;16369.96;13236.85;96;0.1311966955752521
78542771168;86;21;SUPERIOR;CASADO;ASSALARIADO;ALUGADA;SIM;NAO;0;16007.73;12960.38;94;0.21294918182628655
40350140595;87;30;MEDIO;CASADO;APOSENTADO;PROPRIA;NAO;NAO;0;2862.87;2347.47;32;0.43017504383034055
84830225441;88;43;SUPERIOR;CASADO;ASSALARIADO;PROPRIA;NAO;NAO;0;8938.23;7322.43;68;0.3125796801198694
42167732131;89;21;MEDIO;DIVORCIADO;EMPRESARIO;ALUGADA;NAO;SIM;2;3024.5;2362.08;13;0.8169167821442973
44125195884;90;44;MEDIO;CASADO;AUTONOMO;PROPRIA;SIM;NAO;0;3657.15;3004.56;31;0.2874594631036942
98983024258;91;32;SUPERIOR;CASADO;SERVIDOR PUBLICO;PROPRIA;SIM;SIM;3;27751.53;23268.48;86;0.13570657531306116
75639481296;92;44;MEDIO;CASADO;SERVIDOR PUBLICO;PROPRIA;SIM;SIM;3;2724.0;2102.3;3;0.6174335680827436
10354062652;93;23;MEDIO;CASADO;ASSALARIADO;PROPRIA;NAO;SIM;2;3610.05;3024.37;39;0.44335271934330334
99136193295;94;29;MEDIO;DIVORCIADO;SERVIDOR PUBLICO;FINANCIADA;SIM;NAO;1;6198.01;5057.65;19;0.17616352940920507
12992518565;95;31;MEDIO;CASADO;EMPRESARIO;PROPRIA;NAO;NAO;0;3633.1;2947.74;42;0.45896084276342713
80851940183;96;39;SUPERIOR;VIUVO;APOSENTADO;FINANCIADA;SIM;NAO;2;10951.63;8841.78;46;0.16613834258748886
48434449576;97;38;POS;CASADO;ASSALARIADO;PROPRIA;SIM;SIM;0;15047.5;12220.32;69;0.2511921853620004
22410961228;98;55;SUPERIOR;DIVORCIADO;APOSENTADO;ALUGADA;NAO;NAO;1;14399.74;11324.85;33;0.15081854515516163
94984847164;99;51;POS;CASADO;SERVIDOR PUBLICO;PROPRIA;NAO;NAO;1;45889.73;37365.85;87;0.10306180817350558
78828231377;100;44;POS;DIVORCIADO;ASSALARIADO;PROPRIA;NAO;NAO;2;42441.63;32599.71;52;0.10917598911855295
90828255788;101;47;POS;CASADO;ASSALARIADO;PROPRIA;SIM;NAO;3;36063.2;28922.73;95;0.07816666047572246
68098178290;102;19;MEDIO;CASADO;APOSENTADO;FINANCIADA;NAO;NAO;0;5089.18;4008.07;2;0.30499729252420127
18141291559;103;44;SUPERIOR;CASADO;ASSALARIADO;ALUGADA;NAO;SIM;1;14468.47;11922.32;60;0.15258874657635105
79572131635;104;47;POS;CASADO;ASSALARIADO;ALUGADA;SIM;NAO;1;14372.3;11709.85;43;0.31366464381585896
72037865296;105;18;MEDIO;SOLTEIRO;ASSALARIADO;PROPRIA;SIM;SIM;1;2994.3;2500.82;2;0.6967950863414081
19232441427;106;52;SUPERIOR;CASADO;SERVIDOR PUBLICO;PROPRIA;NAO;SIM;1;17815.74;14669.99;40;0.16804121648441106
42632381017;107;43;POS;SOLTEIRO;ASSALARIADO;ALUGADA;NAO;NAO;3;24933.86;20430.25;30;0.1760061472944399
72554146126;108;38;SUPERIOR;SOLTEIRO;ASSALARIADO;PROPRIA;SIM;NAO;0;6201.2;4746.76;18;0.37880114544694105
91851689775;109;33;MEDIO;SOLTEIRO;EMPRESARIO;CEDIDA;SIM;NAO;2;6541.95;5482.9;58;0.15312445916011114
28778537741;110;53;POS;DIVORCIADO;ASSALARIADO;PROPRIA;NAO;NAO;1;49516.77;37696.74;81;0.055633188925705394
50885223572;111;29;SUPERIOR;SOLTEIRO;APOSENTADO;PROPRIA;SIM;NAO;1;15803.88;12663.27;47;0.15607418475058044
64030813954;112;52;SUPERIOR;SOLTEIRO;ASSALARIADO;PROPRIA;SIM;NAO;0;24499.56;20090.46;41;0.0920177529345904
61386791640;113;29;FUNDAM;CASADO;ASSALARIADO;PROPRIA;NAO;NAO;0;2113.19;1687.08;18;0.6102017433426107
67933344518;114;49;FUNDAM;CASADO;EMPRESARIO;PROPRIA;SIM;SIM;0;3063.12;2464.19;16;0.4195407026035873
10915080953;115;33;SUPERIOR;SOLTEIRO;SERVIDOR PUBLICO;ALUGADA;NAO;NAO;2;11514.83;8816.35;30;0.365719755875915
12530243493;116;23;FUNDAM;CASADO;SERVIDOR PUBLICO;ALUGADA;NAO;NAO;0;2279.5;1827.37;10;0.529252443973616
84771970239;117;18;POS;DIVORCIADO;SERVIDOR PUBLICO;PROPRIA;SIM;NAO;1;9665.3;7363.24;10;0.4386665829840979
81032875489;118;32;POS;CASADO;APOSENTADO;PROPRIA;NAO;NAO;0;24876.09;19113.08;58;0.14221920680808356
22233454293;119;41;MEDIO;CASADO;AUTONOMO;PROPRIA;NAO;NAO;1;1805.7;1425.33;16;0.8395921471587964
72496943995;120;62;MEDIO;CASADO;ASSALARIADO;ALUGADA;SIM;NAO;1;4544.04;3574.83;42;0.2905281598759718
93797559929;121;41;MEDIO;SOLTEIRO;ASSALARIADO;PROPRIA;SIM;NAO;1;3196.06;2494.17;13;0.5872425332413134
29692030211;122;33;MEDIO;CASADO;ASSALARIADO;ALUGADA;SIM;NAO;2;2652.35;2046.53;2;0.7934714060137852
76974790717;123;23;POS;CASADO;AUTONOMO;FINANCIADA;SIM;NAO;1;23525.1;19175.81;54;0.13301667139576312
75684219839;124;52;POS;CASADO;ASSALARIADO;ALUGADA;SIM;SIM;0;44269.94;34291.32;112;0.0703947687998512
48429616389;125;55;SUPERIOR;CASADO;SERVIDOR PUBLICO;PROPRIA;SIM;NAO;0;16856.65;12898.6;62;0.09324496552275108
13569078890;126;32;MEDIO;CASADO;ASSALARIADO;PROPRIA;SIM;NAO;0;4595.68;3831.2;55;0.13683928221025587
81663571813;127;48;SUPERIOR;SOLTEIRO;AUTONOMO;PROPRIA;SIM;SIM;2;7354.56;5793.19;32;0.486080768833426
85059147886;128;23;MEDIO;CASADO;AUTONOMO;PROPRIA;NAO;SIM;1;2751.34;2155.69;8;0.7628027023058905
54560874835;129;56;SUPERIOR;CASADO;ASSALARIADO;ALUGADA;SIM;SIM;0;25189.97;20976.02;73;0.0894456946046419
91433326479;130;39;MEDIO;DIVORCIADO;AUTONOMO;FINANCIADA;NAO;SIM;0;5473.2;4490.79;35;0.18372283879009413
36699773492;131;31;SUPERIOR;CASADO;ASSALARIADO;PROPRIA;NAO;NAO;0;15168.37;12066.95;48;0.20318066097487433
89027492985;132;41;MEDIO;CASADO;ASSALARIADO;FINANCIADA;SIM;NAO;2;11320.43;9006.67;49;0.26933121330172033
65048951971;133;41;SUPERIOR;SOLTEIRO;SERVIDOR PUBLICO;FINANCIADA;SIM;NAO;0;25821.15;21617.85;96;0.032767097768550094
41572143445;134;43;SUPERIOR;CASADO;AUTONOMO;ALUGADA;SIM;NAO;1;15705.36;13129.94;73;0.10482407723644878
68842744340;135;35;SUPERIOR;CASADO;ASSALARIADO;PROPRIA;SIM;NAO;2;4019.89;3285.18;6;0.691784544444735
77915949646;136;41;SUPERIOR;DIVORCIADO;EMPRESARIO;ALUGADA;NAO;SIM;0;17060.79;14213.74;24;0.1369881779967081
35016075727;137;44;FUNDAM;CASADO;SERVIDOR PUBLICO;ALUGADA;SIM;NAO;0;4725.4;3819.59;31;0.536075370248143
40947738688;138;27;MEDIO;CASADO;ASSALARIADO;FINANCIADA;SIM;NAO;2;3518.9;2859.0;3;0.5418036278920012
77643995977;139;44;SUPERIOR;SOLTEIRO;APOSENTADO;PROPRIA;SIM;NAO;1;16409.62;12668.46;70;0.26860518751284457
99530945162;140;30;FUNDAM;DIVORCIADO;SERVIDOR PUBLICO;PROPRIA;NAO;NAO;0;1412.0;1082.2;3;0.7908231527605509
69816117816;141;22;FUNDAM;CASADO;SERVIDOR PUBLICO;PROPRIA;NAO;NAO;2;1555.77;1218.22;4;0.751029663257863
97925835449;142;50;SUPERIOR;DIVORCIADO;ASSALARIADO;PROPRIA;SIM;SIM;3;13852.09;10990.77;19;0.30920424196599117
68943878989;143;42;MEDIO;DIVORCIADO;EMPRESARIO;PROPRIA;NAO;NAO;1;5179.32;4076.13;31;0.2452063904349313
29212474748;144;34;SUPERIOR;CASADO;ASSALARIADO;ALUGADA;SIM;SIM;1;20775.06;16571.04;50;0.2633096332896679
25987575276;145;31;POS;SOLTEIRO;SERVIDOR PUBLICO;PROPRIA;NAO;NAO;3;24731.91;19262.6;21;0.18968370423741435
29397661532;146;43;SUPERIOR;CASADO;ASSALARIADO;ALUGADA;SIM;NAO;0;28931.96;24180.16;83;0.11334711876792514
38993870567;147;26;MEDIO;CASADO;ASSALARIADO;PROPRIA;SIM;NAO;3;4281.8;3462.0;28;0.3166837621147265
42837474832;148;52;POS;SOLTEIRO;AUTONOMO;PROPRIA;SIM;NAO;0;14162.9;11364.67;19;0.39449775072673393
81462457640;149;36;POS;SOLTEIRO;SERVIDOR PUBLICO;PROPRIA;SIM;SIM;1;38809.92;29981.7;82;0.0796169118195484
42746588614;150;46;SUPERIOR;DIVORCIADO;EMPRESARIO;ALUGADA;SIM;SIM;1;13523.92;10607.8;41;0.2552919949457181
57452247523;151;22;FUNDAM;CASADO;SERVIDOR PUBLICO;PROPRIA;NAO;SIM;0;2085.0;1652.52;16;0.7577714472980744
24950587271;152;31;SUPERIOR;CASADO;AUTONOMO;ALUGADA;SIM;NAO;0;14200.79;11023.21;41;0.2254854011364377
53594752235;153;48;SUPERIOR;DIVORCIADO;ASSALARIADO;PROPRIA;NAO;NAO;0;25694.92;20866.53;123;0.06775472636448308
21669122465;154;26;MEDIO;CASADO;SERVIDOR PUBLICO;ALUGADA;NAO;SIM;2;5296.49;4313.8;36;0.306898773594773
49591675114;155;25;SUPERIOR;SOLTEIRO;EMPRESARIO;ALUGADA;NAO;SIM;0;3194.64;2488.63;9;0.7643911611704697
71170360160;156;31;POS;CASADO;ASSALARIADO;PROPRIA;NAO;SIM;1;21967.14;17357.35;25;0.3035332568337144
33561545892;157;48;FUNDAM;SOLTEIRO;SERVIDOR PUBLICO;FINANCIADA;NAO;NAO;0;3057.93;2397.38;38;0.40698698082239726
89283876365;158;31;MEDIO;SOLTEIRO;ASSALARIADO;PROPRIA;SIM;NAO;0;3283.59;2689.86;28;0.3822167494060643
37489096292;159;37;MEDIO;CASADO;AUTONOMO;PROPRIA;SIM;NAO;2;9247.97;7101.65;39;0.3508530136300924
70730414527;160;39;MEDIO;SOLTEIRO;APOSENTADO;PROPRIA;NAO;NAO;1;3462.67;2763.75;4;0.5925350496656614
28868214497;161;45;SUPERIOR;CASADO;EMPRESARIO;FINANCIADA;SIM;NAO;3;15417.39;11880.64;36;0.14957258678854538
73252911624;162;29;MEDIO;CASADO;ASSALARIADO;PROPRIA;NAO;NAO;0;3737.82;2921.97;39;0.1849397643905206
42890171017;163;45;SUPERIOR;CASADO;ASSALARIADO;PROPRIA;NAO;NAO;1;11221.56;8698.93;33;0.3427979651551808
14947475097;164;28;MEDIO;SOLTEIRO;SERVIDOR PUBLICO;PROPRIA;NAO;NAO;2;3073.77;2446.52;9;0.3463928855736472
78170531252;165;46;POS;CASADO;ASSALARIADO;PROPRIA;NAO;NAO;0;40334.7;33856.99;58;0.09328003784818686
13415875182;166;18;FUNDAM;CASADO;AUTONOMO;FINANCIADA;NAO;SIM;0;1701.24;1300.56;16;0.2851310425554967
62363983255;167;46;POS;SOLTEIRO;AUTONOMO;PROPRIA;SIM;NAO;1;25640.39;20119.06;50;0.2234471151453186
97690796638;168;39;MEDIO;DIVORCIADO;SERVIDOR PUBLICO;ALUGADA;NAO;SIM;2;8478.78;6742.25;50;0.15262737829342685
47522759879;169;52;SUPERIOR;SOLTEIRO;ASSALARIADO;PROPRIA;SIM;NAO;0;28368.74;21567.17;39;0.09923740140431161
75586791374;170;50;FUNDAM;CASADO;ASSALARIADO;FINANCIADA;SIM;NAO;1;4505.26;3513.59;43;0.298103757315124
89615165115;171;35;POS;CASADO;ASSALARIADO;PROPRIA;SIM;NAO;0;15885.08;12748.71;44;0.3587291083589337
89426436210;172;38;SUPERIOR;CASADO;ASSALARIADO;ALUGADA;NAO;NAO;2;29716.16;23800.28;92;0.14143365961464432
68827553423;173;37;SUPERIOR;VIUVO;SERVIDOR PUBLICO;PROPRIA;NAO;NAO;1;8474.12;6517.33;18;0.2446562443872457
43486678850;174;39;SUPERIOR;SOLTEIRO;ASSALARIADO;ALUGADA;SIM;SIM;1;16803.84;13850.08;87;0.1387903180681721
80734184794;175;35;MEDIO;SOLTEIRO;AUTONOMO;FINANCIADA;NAO;NAO;2;4501.52;3554.36;56;0.27785258388968026
99798669671;176;45;SUPERIOR;CASADO;AUTONOMO;ALUGADA;NAO;NAO;0;21018.99;17337.86;84;0.07298613343661453
41224193384;177;38;SUPERIOR;CASADO;SERVIDOR PUBLICO;PROPRIA;SIM;SIM;2;6778.13;5156.04;1;0.40720905084178527
77668953070;178;50;MEDIO;CASADO;APOSENTADO;PROPRIA;SIM;SIM;1;6872.89;5525.26;87;0.24915904955432577
43932638258;179;29;FUNDAM;SOLTEIRO;ASSALARIADO;PROPRIA;SIM;NAO;4;1866.36;1554.74;3;0.5539737424783646
54355368254;180;53;SUPERIOR;CASADO;ASSALARIADO;ALUGADA;NAO;NAO;2;30020.62;23172.31;105;0.09521129747916424
35688039326;181;42;POS;SOLTEIRO;SERVIDOR PUBLICO;ALUGADA;NAO;NAO;2;21780.64;17559.58;29;0.17227832616265648
45552122810;182;38;SUPERIOR;CASADO;ASSALARIADO;PROPRIA;SIM;NAO;2;23505.92;18377.64;65;0.09356959455970683
69460198239;183;31;POS;CASADO;ASSALARIADO;ALUGADA;NAO;SIM;3;6579.11;5269.5;6;0.6669878697288997
56010646229;184;21;FUNDAM;DIVORCIADO;ASSALARIADO;PROPRIA;NAO;NAO;1;2211.92;1842.7;7;0.6772908195299066
14362490629;185;37;SUPERIOR;CASADO;AUTONOMO;PROPRIA;NAO;SIM;2;16579.3;13550.2;52;0.11945157987969468
10421166334;186;32;MEDIO;DIVORCIADO;ASSALARIADO;PROPRIA;SIM;NAO;1;6013.33;4824.57;24;0.3145215008786614
53956948481;187;27;SUPERIOR;CASADO;EMPRESARIO;FINANCIADA;SIM;NAO;0;6827.33;5679.06;5;0.45825961391903497
58327663394;188;18;MEDIO;SOLTEIRO;ASSALARIADO;PROPRIA;SIM;NAO;1;5061.83;4227.91;47;0.2487676361424651
69664299636;189;27;MEDIO;CASADO;ASSALARIADO;CEDIDA;NAO;NAO;1;4503.58;3645.34;24;0.3411367478127512
86947644810;190;35;MEDIO;CASADO;SERVIDOR PUBLICO;PROPRIA;NAO;SIM;2;5675.76;4741.08;54;0.14317088310946033
39749139044;191;50;POS;CASADO;AUTONOMO;PROPRIA;NAO;SIM;3;38143.69;31506.7;66;0.16732801693197502
89063484655;192;20;MEDIO;CASADO;AUTONOMO;PROPRIA;NAO;NAO;2;2461.02;2001.18;1;0.7564808359376802
88617868322;193;33;FUNDAM;SOLTEIRO;ASSALARIADO;PROPRIA;SIM;NAO;2;1584.05;1259.85;16;0.8046580688149664
53351481093;194;39;POS;CASADO;ASSALARIADO;ALUGADA;SIM;SIM;1;15177.67;11942.58;7;0.16246720734046707
73841287523;195;45;MEDIO;CASADO;EMPRESARIO;CEDIDA;NAO;NAO;1;8215.72;6853.01;69;0.15147208181957
44927862022;196;50;SUPERIOR;CASADO;ASSALARIADO;PROPRIA;SIM;NAO;1;16299.17;13622.12;46;0.1761617527045939
81529364930;197;36;FUNDAM;CASADO;ASSALARIADO;PROPRIA;SIM;NAO;3;2314.16;1833.73;34;0.4860697424355135
