CPF;CLIT;safra;produto;IDADE_CLIENTE;ESCOLARIDADE;ESTADO_CIVIL;OCUPACAO;TIPO_RESIDENCIA;POSSUI_VEICULO;PORTABILIDADE;QT_DEPENDENTES;RENDA_BRUTA;RENDA_LIQUIDA;TEMPO_RELAC;QT_PRODUTOS;COMP_RENDA;limite_total;limite_utilizado;taxa_utilizacao;parcelas_mensais;margem_disponivel;max_dias_atraso_12m;scr_classificacao_risco;scr_score_risco;scr_dias_atraso;scr_valor_vencido;scr_valor_prejuizo;scr_tem_prejuizo;CLASSE;v205;v210;v220;v230;v240;v245;v250;v255;v260;v270;v280;v290
67938640184;28;2025-06;credito_pessoal;43;FUNDAM;SOLTEIRO;EMPRESARIO;PROPRIA;NAO;NAO;1;2843.79;2371.94;41;4;0.16806163981861796;13967.96;2347.48;0.1681;477.93;517.4;6;C;3;6;1829.59;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
40055887189;29;2026-01;consignado;34;SUPERIOR;CASADO;AUTONOMO;FINANCIADA;SIM;SIM;2;10717.88;8236.07;35;2;0.3200024904450875;45536.85;14571.91;0.32;3429.75;321.51;9;C;3;9;1931.98;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
54041126515;30;2026-01;cartao_credito;63;POS;SOLTEIRO;APOSENTADO;CEDIDA;SIM;NAO;1;38511.7;32154.34;60;4;0.09241577428612745;235996.54;21809.8;0.0924;3559.09;9920.0;0;AA;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
94960082833;31;2025-06;consignado;35;SUPERIOR;CASADO;SERVIDOR PUBLICO;PROPRIA;NAO;NAO;2;10058.68;8369.59;51;4;0.27969705470174483;68806.04;19244.85;0.2797;2813.38;707.16;16;C;3;16;512.66;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
90621017246;32;2024-06;consignado;57;MEDIO;CASADO;ASSALARIADO;ALUGADA;SIM;NAO;0;15013.61;11751.97;105;1;0.11971220223620288;86401.27;10343.29;0.1197;1797.31;3457.45;0;A;1;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
70951748249;33;2024-01;consignado;31;MEDIO;VIUVO;EMPRESARIO;PROPRIA;SIM;NAO;0;19497.78;15541.5;89;1;0.06961465863895358;121126.62;8432.19;0.0696;1357.33;5466.89;0;AA;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
34726790459;34;2024-12;consignado;24;MEDIO;DIVORCIADO;AUTONOMO;PROPRIA;NAO;NAO;2;2745.9;2115.57;7;3;0.5815682455139293;17353.54;10092.27;0.5816;1596.93;0.0;71;G;7;71;4626.98;0.0;0;1;335.55;3526.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
59587881768;35;2025-12;consignado;25;MEDIO;DIVORCIADO;ASSALARIADO;PROPRIA;SIM;NAO;0;1670.42;1281.3;9;4;0.9378263911898486;14636.23;13726.24;0.9378;1566.56;0.0;297;H;8;297;1317.76;8610.49;1;1;122.01;0.0;0.0;0.0;913.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0
86361989593;36;2024-12;cartao_credito;22;MEDIO;CASADO;ASSALARIADO;CEDIDA;NAO;NAO;2;2996.21;2289.31;1;5;0.4761793152861833;27247.85;12974.86;0.4762;1426.73;0.0;102;E;5;102;2853.0;6014.11;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67186744419;37;2024-01;consignado;25;MEDIO;CASADO;AUTONOMO;PROPRIA;SIM;NAO;1;9956.39;7846.02;66;4;0.14278874325438085;68866.4;9833.35;0.1428;1421.66;2063.08;0;A;1;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67428843035;38;2025-12;consignado;51;SUPERIOR;SOLTEIRO;ASSALARIADO;PROPRIA;SIM;NAO;0;24257.98;19717.1;85;3;0.09605026077559735;219392.27;21072.68;0.0961;2329.99;6160.3;0;AA;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
76275824559;39;2025-06;cartao_credito;24;MEDIO;CASADO;SERVIDOR PUBLICO;ALUGADA;NAO;NAO;1;3301.46;2770.39;1;3;0.52842084049384;25783.5;13624.54;0.5284;1744.56;0.0;11;D;4;11;211.91;0.0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
24684284324;40;2025-06;credito_pessoal;41;SUPERIOR;SOLTEIRO;AUTONOMO;PROPRIA;SIM;NAO;0;11581.15;9156.33;1;5;0.3291417931365503;64930.39;21371.3;0.3291;3811.84;241.56;0;B;2;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11561124684;41;2024-12;consignado;35;POS;CASADO;ASSALARIADO;PROPRIA;NAO;SIM;1;39539.74;31344.24;97;5;0.07994175372360313;266358.31;21293.15;0.0799;3160.88;10678.03;0;AA;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
55450244340;42;2024-01;cartao_credito;53;MEDIO;CASADO;ASSALARIADO;PROPRIA;NAO;SIM;2;4789.6;3704.17;57;5;0.3288143854972774;29731.16;9776.03;0.3288;1574.89;101.47;0;B;2;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
78710714970;43;2026-01;imobiliario;65;POS;DIVORCIADO;ASSALARIADO;ALUGADA;NAO;NAO;2;43770.18;33373.89;63;5;0.18301997001064435;219445.38;40162.89;0.183;8010.82;7308.74;0;AA;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
69911230128;44;2024-12;financiamento_veiculos;18;FUNDAM;CASADO;ASSALARIADO;FINANCIADA;NAO;SIM;1;1412.0;1149.06;8;4;0.7183045617096975;5948.53;4272.86;0.7183;1014.25;0.0;146;G;7;146;3653.03;0.0;0;1;419.73;0.0;2272.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4712.52
53350697339;45;2024-06;consignado;25;SUPERIOR;CASADO;AUTONOMO;PROPRIA;SIM;NAO;2;16346.17;12666.46;63;1;0.2754819372135554;104558.16;28803.88;0.2755;4503.07;1218.09;0;AA;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
58467264618;46;2024-01;credito_pessoal;48;MEDIO;CASADO;ASSALARIADO;ALUGADA;SIM;NAO;1;5816.04;4454.69;23;2;0.28198789069134755;21697.25;6118.36;0.282;1640.05;395.56;0;B;2;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
46789247673;47;2025-06;credito_pessoal;30;SUPERIOR;CASADO;ASSALARIADO;PROPRIA;NAO;SIM;0;17187.46;14344.47;52;5;0.21578863878200513;117139.57;25277.39;0.2158;3708.86;2306.75;0;B;2;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
47020990447;48;2024-12;cartao_credito;49;MEDIO;SOLTEIRO;ASSALARIADO;PROPRIA;SIM;NAO;0;4603.5;3773.22;29;1;0.27358116627587326;34590.24;9463.24;0.2736;1259.43;351.79;0;B;2;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
36343052332;49;2026-01;credito_pessoal;27;FUNDAM;CASADO;SERVIDOR PUBLICO;ALUGADA;NAO;SIM;3;3227.32;2604.48;30;1;0.1613604004169904;23081.47;3724.44;0.1614;520.76;608.8;15;C;3;15;191.23;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
32327222858;50;2024-01;credito_pessoal;42;POS;CASADO;APOSENTADO;PROPRIA;SIM;NAO;0;26389.81;21024.36;91;5;0.1234269469211742;209961.72;25914.93;0.1234;3257.21;5979.22;0;B;2;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
34562039537;51;2025-12;credito_pessoal;20;MEDIO;SOLTEIRO;SERVIDOR PUBLICO;FINANCIADA;SIM;NAO;0;1412.0;1091.22;2;2;0.8915043625759962;9713.36;8659.5;0.8915;1258.8;0.0;181;H;8;181;2177.55;0.0;0;1;544.79;447.91;725.86;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
70845174746;52;2024-12;credito_pessoal;34;FUNDAM;SOLTEIRO;ASSALARIADO;PROPRIA;SIM;NAO;2;3004.75;2428.96;26;4;0.5446744851077548;15212.71;8285.97;0.5447;1636.61;0.0;2;D;4;2;216.34;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
82155437385;53;2024-01;credito_pessoal;20;MEDIO;CASADO;APOSENTADO;PROPRIA;NAO;NAO;0;2878.76;2369.05;1;2;0.5617189278598455;23928.83;13441.28;0.5617;1617.05;0.0;71;G;7;71;4287.64;2495.59;1;1;554.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
55117668689;54;2024-01;consignado;21;MEDIO;CASADO;AUTONOMO;PROPRIA;NAO;NAO;1;2125.35;1645.86;1;3;0.8224934897019195;12970.12;10667.84;0.8225;1748.09;0.0;51;E;5;51;2425.46;10502.06;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
65517753562;55;2024-12;cartao_credito;33;MEDIO;DIVORCIADO;ASSALARIADO;PROPRIA;SIM;NAO;2;6026.62;5008.65;34;4;0.35269077394563236;56780.67;20026.02;0.3527;2125.53;0.0;38;C;3;38;1511.69;0.0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
82588528834;56;2025-06;credito_pessoal;27;POS;VIUVO;ASSALARIADO;CEDIDA;NAO;NAO;1;6587.58;5297.68;9;2;0.6194125021993029;36972.26;22901.08;0.6194;4080.43;0.0;82;G;7;82;4518.92;9610.01;1;1;880.1;1004.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7109.25
13468231136;57;2025-12;imobiliario;32;MEDIO;DIVORCIADO;SERVIDOR PUBLICO;PROPRIA;SIM;NAO;1;18484.59;14904.2;47;3;0.11410274744147726;151169.48;17248.85;0.1141;2109.14;4360.47;0;AA;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
83223768629;58;2025-12;consignado;30;POS;SOLTEIRO;ASSALARIADO;CEDIDA;NAO;NAO;4;24286.91;18695.03;46;4;0.18812951865458583;141026.42;26531.23;0.1881;4569.08;3931.34;0;AA;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
77284658486;59;2026-01;credito_pessoal;27;POS;CASADO;ASSALARIADO;PROPRIA;SIM;NAO;0;39440.47;31083.58;56;1;0.083704587907733;347197.3;29062.01;0.0837;3301.35;10502.81;0;AA;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
43555258576;60;2024-12;imobiliario;46;SUPERIOR;CASADO;ASSALARIADO;PROPRIA;SIM;SIM;1;13328.84;10413.71;58;5;0.1697443093568959;56363.99;9567.47;0.1697;2262.49;2402.6;0;AA;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
79853652119;61;2025-06;credito_pessoal;51;POS;VIUVO;ASSALARIADO;ALUGADA;SIM;SIM;0;26246.66;21792.05;66;5;0.1256514433148764;147921.48;18586.55;0.1257;3297.93;5888.4;0;B;2;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10531219443;62;2024-06;cartao_credito;31;FUNDAM;SOLTEIRO;AUTONOMO;PROPRIA;NAO;NAO;2;6805.04;5255.93;36;5;0.23312063884721596;39941.86;9311.27;0.2331;1586.4;795.36;0;A;1;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
66086689938;63;2025-06;financiamento_veiculos;25;MEDIO;CASADO;SERVIDOR PUBLICO;FINANCIADA;NAO;SIM;2;2685.45;2122.8;37;2;0.4043652384851838;18896.57;7641.12;0.4044;1085.9;0.0;10;C;3;10;825.95;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
47760154842;64;2024-12;consignado;54;SUPERIOR;CASADO;ASSALARIADO;PROPRIA;NAO;NAO;0;11726.62;9850.15;45;3;0.14029754653848997;84250.29;11820.11;0.1403;1645.22;2459.1;0;AA;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
84188419758;65;2025-12;credito_pessoal;37;SUPERIOR;VIUVO;SERVIDOR PUBLICO;PROPRIA;NAO;SIM;0;11322.61;8768.04;81;1;0.26235025163841047;89495.35;23479.13;0.2624;2970.49;992.42;0;A;1;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
75523483922;66;2025-06;consignado;38;POS;CASADO;ASSALARIADO;PROPRIA;SIM;NAO;2;14550.41;11900.56;20;1;0.3088671124471563;53072.78;16392.44;0.3089;4494.14;598.5;7;C;3;7;1971.36;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
82348741878;67;2024-01;credito_pessoal;53;POS;SOLTEIRO;AUTONOMO;PROPRIA;SIM;NAO;1;43434.34;33215.43;65;4;0.1065411704094067;313057.32;33353.49;0.1065;4627.55;10574.47;3;AA;0;3;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
22342884685;68;2024-01;cartao_credito;21;FUNDAM;CASADO;APOSENTADO;PROPRIA;NAO;NAO;0;2702.48;2159.37;20;5;0.5185319499492735;20181.86;10464.94;0.5185;1401.32;0.0;7;D;4;7;1438.06;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
17788290927;69;2025-06;credito_pessoal;32;SUPERIOR;DIVORCIADO;ASSALARIADO;CEDIDA;SIM;SIM;0;30659.08;23896.45;70;1;0.10216078797869708;209518.05;21404.53;0.1022;3132.16;7598.52;0;AA;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
93923557277;70;2025-12;cartao_credito;18;MEDIO;CASADO;ASSALARIADO;CEDIDA;SIM;NAO;1;1412.0;1138.98;2;5;0.98;7144.81;7001.91;0.98;1383.76;0.0;48;H;8;48;824.13;10826.35;1;1;164.09;209.55;1082.72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
47025368679;71;2024-12;cartao_credito;23;FUNDAM;CASADO;ASSALARIADO;ALUGADA;NAO;SIM;0;3399.23;2716.8;33;3;0.4183230717551021;18680.69;7814.56;0.4183;1421.98;0.0;10;C;3;10;222.75;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
51612135578;72;2025-12;consignado;43;MEDIO;CASADO;SERVIDOR PUBLICO;ALUGADA;NAO;NAO;0;9233.9;7398.24;72;4;0.1420241528833887;29710.4;4219.59;0.142;1311.44;1920.42;0;B;2;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
74095313465;73;2024-06;credito_pessoal;56;SUPERIOR;SOLTEIRO;ASSALARIADO;PROPRIA;NAO;NAO;0;27309.33;22438.56;127;1;0.11425772265936954;215734.94;24649.38;0.1143;3120.3;6437.97;0;AA;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
32222593412;74;2024-06;credito_pessoal;18;MEDIO;CASADO;ASSALARIADO;PROPRIA;SIM;NAO;2;2817.89;2218.86;11;2;0.3740684922127131;10233.89;3828.18;0.3741;1054.08;0.0;144;E;5;144;14401.1;0.0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
29822890967;75;2025-06;consignado;18;MEDIO;CASADO;EMPRESARIO;PROPRIA;NAO;NAO;2;3002.11;2408.97;9;5;0.3918223393799241;14218.47;5571.11;0.3918;1176.29;0.0;17;D;4;17;523.54;0.0;0;1;517.72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
95532832194;76;2024-01;credito_pessoal;26;MEDIO;CASADO;SERVIDOR PUBLICO;PROPRIA;NAO;NAO;1;4058.86;3325.99;29;2;0.5042687165150278;24415.5;12311.97;0.5043;2046.76;0.0;33;D;4;33;736.28;0.0;0;1;226.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
