CPF,scr_classificacao_risco,scr_score_risco,scr_dias_atraso,scr_valor_vencido,scr_valor_prejuizo,scr_tem_prejuizo
80348387624,E,5,95,1889.4,0.0,0
83628035896,D,4,34,972.26,0.0,0
12139487643,C,3,11,77.6,0.0,0
62364540059,AA,0,0,0.0,0.0,0
96676790612,AA,0,0,0.0,0.0,0
27462365486,G,7,40,3485.9,12421.56,1
47580660927,B,2,0,0.0,0.0,0
72218987713,A,1,0,0.0,0.0,0
96836715260,AA,0,0,0.0,0.0,0
37124458735,C,3,1,1290.99,0.0,0
86912860756,A,1,0,0.0,0.0,0
45677360180,AA,0,0,0.0,0.0,0
33064022058,C,3,15,660.07,0.0,0
73144624390,D,4,5,124.55,0.0,0
81436815134,C,3,3,1324.13,90.56,1
84333548068,AA,0,0,0.0,0.0,0
55985098477,E,5,303,2682.38,8465.11,1
85283021754,A,1,0,0.0,0.0,0
17185868338,AA,0,0,0.0,0.0,0
61488875290,D,4,11,80.49,0.0,0
78796337911,B,2,0,0.0,0.0,0
33361476511,G,7,72,8166.36,4575.39,1
64413395747,C,3,6,724.7,0.0,0
22681783429,B,2,0,0.0,0.0,0
74926073354,AA,0,0,0.0,0.0,0
59515954970,AA,0,0,0.0,0.0,0
79011181918,AA,0,0,0.0,0.0,0
36624881577,AA,0,0,0.0,0.0,0
89324659426,G,7,207,2203.23,8073.14,1
35078328810,A,1,0,0.0,0.0,0
33947729967,E,5,84,8825.28,0.0,0
44922072650,C,3,10,306.76,0.0,0
25127043618,C,3,30,71.37,0.0,0
54931725950,C,3,5,3937.95,0.0,0
11021584027,B,2,0,0.0,0.0,0
60110738291,B,2,0,0.0,0.0,0
87661369284,B,2,0,0.0,0.0,0
40129748821,D,4,3,658.46,0.0,0
78352596697,AA,0,0,0.0,0.0,0
25715156456,AA,0,0,0.0,0.0,0
64768189953,C,3,28,883.54,0.0,0
49968296326,AA,0,0,0.0,0.0,0
77111350982,F,6,129,18580.33,0.0,0
24073982821,H,8,51,1603.82,0.0,0
78475559661,E,5,88,10081.76,14314.07,1
76063565414,A,1,0,0.0,0.0,0
72238859640,AA,0,0,0.0,0.0,0
62034013417,E,5,52,1613.36,0.0,0
94224469129,B,2,0,0.0,0.0,0
57434743331,H,8,100,6292.87,0.0,0
53798068284,G,7,122,7975.91,2267.98,1
30868847090,G,7,349,8663.29,9481.37,1
34755181940,A,1,0,0.0,0.0,0
44024021238,A,1,0,0.0,0.0,0
56274951624,G,7,84,10222.39,19651.99,1
22246260686,A,1,0,0.0,0.0,0
61160764663,AA,0,0,0.0,0.0,0
25797978551,C,3,6,112.74,1037.02,1
59229827633,F,6,331,2556.3,4699.29,1
30768023311,E,5,153,9031.78,10694.77,1
98861440819,C,3,31,1893.52,0.0,0
63521151693,AA,0,0,0.0,0.0,0
37792857976,B,2,0,0.0,0.0,0
35927861548,G,7,72,1162.87,1502.28,1
13054030039,A,1,0,0.0,0.0,0
34496057248,B,2,0,0.0,0.0,0
71012434867,F,6,110,3168.93,8094.62,1
32826349455,D,4,35,2835.77,0.0,0
95688859611,E,5,193,7634.84,0.0,0
30190619842,C,3,20,810.0,0.0,0
84413048776,AA,0,0,0.0,0.0,0
55256499074,AA,0,0,0.0,0.0,0
27226684796,C,3,2,142.55,0.0,0
97285331662,E,5,106,6349.5,3897.5,1
24099670938,E,5,182,6618.01,3539.99,1
92845068311,F,6,52,8992.73,0.0,0
87992383650,C,3,19,227.28,0.0,0
73251057247,C,3,30,1690.83,576.45,1
46958053589,C,3,7,1366.11,0.0,0
86225957111,B,2,0,0.0,0.0,0
93324715671,C,3,3,1527.33,0.0,0
69758661157,D,4,14,131.83,0.0,0
31074616659,G,7,126,4921.16,0.0,0
86390120496,AA,0,3,0.0,0.0,0
16846242297,B,2,0,0.0,0.0,0
83026172652,A,1,0,0.0,0.0,0
63262313156,C,3,7,51.76,0.0,0
46856945396,A,1,0,0.0,0.0,0
41054893526,C,3,23,4366.22,0.0,0
89396245842,B,2,0,0.0,0.0,0
29157523755,AA,0,0,0.0,0.0,0
61057359660,C,3,14,1246.6,0.0,0
90178057347,AA,0,0,0.0,0.0,0
65952612750,AA,0,0,0.0,0.0,0
33558747785,E,5,141,2806.29,0.0,0
42015932422,B,2,0,0.0,0.0,0
55215171252,AA,0,0,0.0,0.0,0
83134982349,C,3,5,3268.39,0.0,0
14152050676,E,5,108,4626.17,0.0,0
42443472178,AA,0,0,0.0,0.0,0
19734958667,B,2,0,0.0,0.0,0
84260391396,A,1,0,0.0,0.0,0
53088449277,A,1,0,0.0,0.0,0
83385138570,C,3,35,1109.61,0.0,0
29251029354,C,3,10,1345.09,0.0,0
13941647650,B,2,0,0.0,0.0,0
30169956751,D,4,35,1477.31,0.0,0
28921869147,H,8,60,1844.36,5060.95,1
84727684527,B,2,0,0.0,0.0,0
45483358414,AA,0,0,0.0,0.0,0
45675010370,C,3,48,764.78,0.0,0
22398281421,A,1,0,0.0,0.0,0
91672238343,A,1,0,0.0,0.0,0
29287353033,AA,0,0,0.0,0.0,0
13317111589,A,1,0,0.0,0.0,0
37198398293,G,7,112,11999.35,0.0,0
24173392671,E,5,175,3699.03,0.0,0
82954950270,E,5,253,1454.31,0.0,0
59738131658,AA,0,0,0.0,0.0,0
37447959358,AA,0,0,0.0,0.0,0
34282064185,AA,0,0,0.0,0.0,0
66818439149,A,1,0,0.0,0.0,0
89519678582,C,3,7,863.12,0.0,0
30982764396,D,4,25,1511.88,0.0,0
54143183735,B,2,0,0.0,0.0,0
42529618659,AA,0,0,0.0,0.0,0
97769064367,H,8,116,1293.0,0.0,0
67543299437,C,3,16,396.05,0.0,0
47096430748,B,2,3,0.0,0.0,0
57981991222,B,2,0,0.0,0.0,0
15730295889,A,1,0,0.0,0.0,0
43224641048,AA,0,0,0.0,0.0,0
75692790911,B,2,0,0.0,0.0,0
14916610014,C,3,27,384.79,0.0,0
45248169827,A,1,0,0.0,0.0,0
16797219631,AA,0,0,0.0,0.0,0
89770186879,AA,0,0,0.0,0.0,0
69283440677,A,1,0,0.0,0.0,0
68528827562,E,5,41,8013.3,3608.26,1
45890131395,E,5,196,3130.38,0.0,0
23413890472,C,3,12,832.02,0.0,0
53837082283,A,1,0,0.0,0.0,0
96848371271,B,2,0,0.0,0.0,0
72542320959,B,2,0,0.0,0.0,0
16089225591,AA,0,0,0.0,0.0,0
85139095062,A,1,0,0.0,0.0,0
26641416410,AA,0,0,0.0,0.0,0
21984491228,C,3,1,2087.6,0.0,0
78753230023,C,3,50,887.68,0.0,0
16676933274,AA,0,0,0.0,0.0,0
42482610593,B,2,0,0.0,0.0,0
14514181170,C,3,14,126.52,0.0,0
13054138861,C,3,3,1448.4,0.0,0
97038766510,E,5,53,9134.17,2091.23,1
48850597314,C,3,26,522.23,0.0,0
61916993019,AA,0,0,0.0,0.0,0
84980190756,A,1,0,0.0,0.0,0
43541189565,B,2,0,0.0,0.0,0
60810033761,A,1,0,0.0,0.0,0
30916184251,B,2,0,0.0,0.0,0
27421745846,G,7,98,8095.57,6965.54,1
23880664013,B,2,0,0.0,0.0,0
57875064188,AA,0,0,0.0,0.0,0
69079777138,B,2,0,0.0,0.0,0
21291057594,C,3,11,84.54,0.0,0
32965096336,C,3,68,233.99,0.0,0
37990493241,F,6,164,2242.31,4873.71,1
66422820865,B,2,0,0.0,0.0,0
82176861766,H,8,162,1849.47,0.0,0
70611316871,F,6,49,1041.17,0.0,0
69766262485,B,2,0,0.0,0.0,0
71674313713,AA,0,0,0.0,0.0,0
76940916470,AA,0,0,0.0,0.0,0
51452553332,AA,0,0,0.0,0.0,0
32630892741,AA,0,0,0.0,0.0,0
53915519996,C,3,28,536.93,0.0,0
38959484150,AA,0,0,0.0,0.0,0
39431390975,AA,0,0,0.0,0.0,0
60975936947,F,6,40,5577.15,0.0,0
90490447121,AA,0,0,0.0,0.0,0
53949157630,D,4,11,138.66,0.0,0
52275772372,B,2,0,0.0,0.0,0
82255795439,AA,0,0,0.0,0.0,0
44141415479,D,4,119,334.69,0.0,0
40551849778,B,2,0,0.0,0.0,0
40164629851,G,7,64,3510.49,2825.67,1
11827260363,C,3,0,0.0,0.0,0
80355850020,C,3,7,2003.29,0.0,0
73872095912,A,1,0,0.0,0.0,0
89186292335,A,1,0,0.0,0.0,0
42476327135,D,4,54,764.47,0.0,0
93894379645,C,3,18,141.42,0.0,0
11681988575,H,8,581,5374.54,6832.29,1
72423759570,B,2,0,0.0,0.0,0
90649798356,A,1,0,0.0,0.0,0
74992231933,E,5,138,11198.56,0.0,0
73785765172,B,2,3,0.0,0.0,0
77373578872,E,5,47,2735.51,0.0,0
97287678654,E,5,60,13065.23,0.0,0
33274833220,AA,0,0,0.0,0.0,0
18498012310,D,4,73,635.81,3508.43,1
83858241694,D,4,33,99.17,0.0,0
33888835967,AA,0,0,0.0,0.0,0
32034449010,G,7,215,2370.7,0.0,0
55217654785,B,2,0,0.0,0.0,0
99074772869,D,4,2,5509.97,0.0,0
59661035343,AA,0,0,0.0,0.0,0
44198110882,G,7,140,7290.32,1814.1,1
99552894926,AA,0,0,0.0,0.0,0
61820291825,A,1,0,0.0,0.0,0
54095938031,E,5,141,4957.79,3422.83,1
53890188325,AA,0,0,0.0,0.0,0
39344196041,A,1,0,0.0,0.0,0
52669997259,H,8,50,6420.95,3061.47,1
57028413732,H,8,64,2251.81,0.0,0
70013553322,C,3,6,361.68,0.0,0
96471646513,C,3,42,508.14,0.0,0
72890354693,C,3,5,2661.14,0.0,0
57699340988,AA,0,3,0.0,0.0,0
56015975369,AA,0,0,0.0,0.0,0
41563354874,C,3,5,322.71,0.0,0
98646680497,C,3,0,0.0,0.0,0
33050522496,C,3,0,0.0,0.0,0
61044155613,D,4,6,909.23,0.0,0
46931630697,A,1,0,0.0,0.0,0
71536255536,B,2,0,0.0,0.0,0
83045480048,A,1,0,0.0,0.0,0
44886536091,C,3,74,94.77,0.0,0
56270192211,C,3,15,397.01,0.0,0
96235218841,G,7,217,2048.9,0.0,0
54137779183,A,1,0,0.0,0.0,0
54458330330,AA,0,0,0.0,0.0,0
80111462255,AA,0,0,0.0,0.0,0
17057148239,C,3,8,4209.94,0.0,0
49734913979,C,3,18,192.3,0.0,0
14517190365,AA,0,0,0.0,0.0,0
75168837431,A,1,0,0.0,0.0,0
11138759747,E,5,47,2324.19,6048.74,1
54464930889,A,1,0,0.0,0.0,0
62345614589,C,3,44,692.58,0.0,0
68068286035,E,5,119,8976.39,4303.27,1
17632614526,A,1,0,0.0,0.0,0
48155671783,A,1,0,0.0,0.0,0
16373097651,H,8,55,2520.52,4702.1,1
98686158562,B,2,0,0.0,0.0,0
24113662481,A,1,0,0.0,0.0,0
58891977229,D,4,47,1047.26,0.0,0
93548459892,F,6,58,14205.24,4492.74,1
57128828184,H,8,57,9732.4,3012.91,1
31360326476,C,3,112,287.01,0.0,0
18033961049,AA,0,0,0.0,0.0,0
13433543484,A,1,0,0.0,0.0,0
24018925022,E,5,65,5539.29,0.0,0
14766156387,C,3,6,1358.14,0.0,0
66345398336,A,1,0,0.0,0.0,0
77768893478,F,6,41,1764.33,3504.82,1
92694777095,A,1,0,0.0,0.0,0
99893629488,C,3,1,1194.17,0.0,0
83737076686,AA,0,0,0.0,0.0,0
24510977177,C,3,45,1271.35,0.0,0
73954976961,A,1,0,0.0,0.0,0
32241278512,AA,0,0,0.0,0.0,0
93068070987,A,1,0,0.0,0.0,0
99241015771,C,3,7,119.99,0.0,0
10681888628,E,5,155,3505.4,9372.26,1
18053133186,B,2,0,0.0,0.0,0
28450471810,H,8,180,2747.67,0.0,0
94937976971,A,1,0,0.0,0.0,0
38293459989,B,2,3,0.0,0.0,0
10352879610,G,7,52,8186.14,2324.37,1
32414372076,AA,0,0,0.0,0.0,0
10353323261,G,7,138,1643.81,1535.63,1
62223088539,A,1,0,0.0,0.0,0
56478583326,H,8,94,7749.31,0.0,0
26617938875,AA,0,0,0.0,0.0,0
67757174445,E,5,44,1178.56,0.0,0
35897125923,C,3,1,204.31,0.0,0
47752185814,G,7,48,1933.05,6123.35,1
78557328390,AA,0,0,0.0,0.0,0
41569417416,C,3,4,398.71,0.0,0
49672676421,H,8,119,8330.97,0.0,0
64283137020,B,2,0,0.0,0.0,0
71451587661,C,3,40,362.85,0.0,0
26875169487,E,5,115,13370.45,11563.58,1
36795568494,C,3,30,2657.92,0.0,0
23972013614,B,2,0,0.0,0.0,0
10828485429,B,2,0,0.0,0.0,0
16933198122,E,5,104,1129.55,0.0,0
94756774452,AA,0,0,0.0,0.0,0
43679392919,B,2,0,0.0,0.0,0
25736279620,G,7,208,1122.82,0.0,0
29940667540,E,5,266,3829.5,0.0,0
72361218867,C,3,46,735.52,0.0,0
95982691831,C,3,47,172.76,0.0,0
30165750022,AA,0,0,0.0,0.0,0
43599047085,A,1,0,0.0,0.0,0
33972481848,C,3,6,2759.0,0.0,0
37431292814,B,2,0,0.0,0.0,0
66814694641,C,3,2,1002.93,0.0,0
61281813493,AA,0,0,0.0,0.0,0
77091412349,H,8,57,1608.81,3312.76,1
59942943373,H,8,72,2953.96,3114.04,1
19230021919,E,5,52,2498.83,6466.56,1
86721661332,C,3,13,1804.16,0.0,0
94980449445,A,1,0,0.0,0.0,0
45267413566,E,5,160,1632.36,5560.27,1
57195637863,D,4,1,2610.87,0.0,0
67482513256,AA,0,0,0.0,0.0,0
63089020995,E,5,47,1851.48,3523.49,1
55010319684,C,3,9,32.55,0.0,0
18385322762,G,7,162,917.65,0.0,0
21157273226,C,3,12,908.76,0.0,0
51751663623,B,2,0,0.0,0.0,0
20940512995,B,2,0,0.0,0.0,0
12143871313,G,7,249,9532.98,9654.46,1
17191221583,G,7,99,18744.89,2018.26,1
21363979367,A,1,0,0.0,0.0,0
95293286246,AA,0,0,0.0,0.0,0
28145324387,A,1,0,0.0,0.0,0
35154896253,D,4,16,2431.2,0.0,0
78234043689,G,7,122,1267.13,0.0,0
86834664173,A,1,0,0.0,0.0,0
50663896889,B,2,0,0.0,0.0,0
69976757397,B,2,0,0.0,0.0,0
96282827811,H,8,183,2441.61,0.0,0
35217046796,G,7,167,4658.13,0.0,0
96064670538,E,5,187,3312.34,2843.54,1
98152580560,B,2,0,0.0,0.0,0
43462710770,AA,0,0,0.0,0.0,0
70365130866,A,1,0,0.0,0.0,0
85630569659,AA,0,0,0.0,0.0,0
38244077189,F,6,96,5260.27,2712.4,1
99132921838,D,4,76,211.46,0.0,0
85426348033,H,8,468,16582.07,0.0,0
44099577859,H,8,64,2396.42,0.0,0
57594956628,C,3,4,406.76,0.0,0
77752738179,C,3,9,177.22,0.0,0
84978838141,E,5,126,3159.65,1962.64,1
51727239298,G,7,91,3107.05,8885.95,1
82596236140,B,2,0,0.0,0.0,0
67620355930,B,2,0,0.0,0.0,0
33367886751,A,1,0,0.0,0.0,0
27323213686,H,8,125,2411.91,2065.86,1
12819166034,C,3,43,1118.85,0.0,0
23719762639,AA,0,0,0.0,0.0,0
30484028664,B,2,0,0.0,0.0,0
92255275383,C,3,41,342.5,0.0,0
46628341614,AA,0,0,0.0,0.0,0
87334552368,A,1,0,0.0,0.0,0
88091333932,C,3,4,453.76,0.0,0
24842790162,C,3,8,1167.09,0.0,0
13095132675,D,4,1,298.1,0.0,0
61195548284,C,3,20,3608.69,0.0,0
55150975393,G,7,169,22021.83,9575.48,1
19925245883,C,3,13,785.68,0.0,0
58229116877,C,3,39,91.58,0.0,0
21250348196,E,5,143,1579.56,0.0,0
14248844841,B,2,3,0.0,0.0,0
95391252680,AA,0,0,0.0,0.0,0
65292528637,A,1,0,0.0,0.0,0
31266691845,E,5,57,1423.98,6814.34,1
52687382260,C,3,29,325.23,0.0,0
98915275059,E,5,389,7237.03,2801.07,1
65718127386,B,2,0,0.0,0.0,0
14040687860,A,1,0,0.0,0.0,0
12666037159,AA,0,0,0.0,0.0,0
53736956291,B,2,0,0.0,0.0,0
30389333349,B,2,0,0.0,0.0,0
34562960127,B,2,0,0.0,0.0,0
86811545630,AA,0,0,0.0,0.0,0
59973082212,E,5,62,10164.52,2365.09,1
36335171027,AA,0,0,0.0,0.0,0
70163655527,B,2,0,0.0,0.0,0
12316850983,D,4,87,670.29,0.0,0
11035910921,A,1,3,0.0,0.0,0
68574484614,C,3,10,814.14,0.0,0
12228331555,E,5,73,4269.23,2025.44,1
22948144983,E,5,271,3083.9,0.0,0
10075290371,AA,0,0,0.0,0.0,0
67442271925,F,6,81,6613.54,1881.22,1
56152385757,B,2,0,0.0,0.0,0
21078561634,AA,0,0,0.0,0.0,0
90579357690,C,3,34,2406.67,0.0,0
69355952848,H,8,59,1684.64,2603.28,1
76786566463,C,3,22,568.37,0.0,0
19537558764,B,2,0,0.0,0.0,0
30388991881,C,3,15,237.74,0.0,0
23932928663,AA,0,0,0.0,0.0,0
66418790521,A,1,0,0.0,0.0,0
96232944782,AA,0,3,0.0,0.0,0
69736242338,AA,0,0,0.0,0.0,0
99448021954,AA,0,0,0.0,0.0,0
49397374333,A,1,0,0.0,0.0,0
18469350965,C,3,95,247.8,0.0,0
93912285018,AA,0,0,0.0,0.0,0
12432738716,B,2,3,0.0,0.0,0
45279857871,G,7,67,1398.44,4338.66,1
50026295367,C,3,12,36.78,0.0,0
64054692372,B,2,0,0.0,0.0,0
30914642924,A,1,0,0.0,0.0,0
21941274687,B,2,0,0.0,0.0,0
31737343715,AA,0,0,0.0,0.0,0
91079614085,A,1,0,0.0,0.0,0
15067219328,B,2,0,0.0,0.0,0
98863269144,AA,0,0,0.0,0.0,0
68215397392,AA,0,0,0.0,0.0,0
63778049514,AA,0,0,0.0,0.0,0
12526518115,C,3,0,0.0,0.0,0
35668622589,B,2,0,0.0,0.0,0
44552214891,B,2,0,0.0,0.0,0
58313695710,C,3,11,951.46,0.0,0
83039231328,D,4,14,1387.93,0.0,0
61056026465,AA,0,0,0.0,0.0,0
93483090282,C,3,3,312.62,0.0,0
18338127344,B,2,0,0.0,0.0,0
57963324138,AA,0,0,0.0,0.0,0
28525888432,F,6,65,2454.35,0.0,0
67051970091,G,7,95,2497.38,0.0,0
92694722921,AA,0,0,0.0,0.0,0
85187783211,B,2,0,0.0,0.0,0
62777597358,C,3,22,1529.88,0.0,0
90331358211,E,5,49,2748.59,6713.88,1
83876723430,AA,0,0,0.0,0.0,0
71931656550,B,2,0,0.0,0.0,0
33691068817,AA,0,0,0.0,0.0,0
47259475390,C,3,46,520.86,0.0,0
68862210990,C,3,9,694.57,0.0,0
41061361256,AA,0,3,0.0,0.0,0
19069437344,C,3,9,452.01,0.0,0
47681216134,E,5,70,2073.83,10926.38,1
31371825695,AA,0,0,0.0,0.0,0
69160675881,B,2,0,0.0,0.0,0
81598480578,E,5,41,2346.1,24924.94,1
81730785419,F,6,96,1241.87,0.0,0
81171989236,C,3,16,204.77,0.0,0
54462165016,B,2,0,0.0,0.0,0
88246975242,AA,0,0,0.0,0.0,0
45420362230,B,2,0,0.0,0.0,0
82876265574,C,3,24,230.15,0.0,0
68147754591,AA,0,0,0.0,0.0,0
34026945678,B,2,0,0.0,0.0,0
53599651310,AA,0,0,0.0,0.0,0
